hmdb_primary,polar_surface_area,polarizability
HMDB0001129,119.25,20.82
HMDB0001131,98.45,10.55
HMDB0001132,157.63,28.66
HMDB0001134,275.97,39.26
HMDB0001137,381.79,85.68
HMDB0001138,103.7,17.44
HMDB0001139,97.99,41.7
HMDB0001140,17.07,16.45
HMDB0001142,200.92,42.75
HMDB0001143,260.97,29.69
HMDB0001147,100.62,9.48
HMDB0001149,80.39,12.55
HMDB0001151,110.38,16.27
HMDB0001155,387.44,62.1
HMDB0001157,380.7,78.04
HMDB0001160,37.3,49.4
HMDB0001161,40.13,16.2
HMDB0001162,130.47,96.53
HMDB0001163,327.43,48.77
HMDB0001164,40.46,11.13
HMDB0001165,518.82,92.22
HMDB0001166,383.86,77.23
HMDB0001167,34.14,6.42
HMDB0001168,363.63,86.91
HMDB0001169,46.25,11.23
HMDB0001170,20.23,50.52
HMDB0001172,54.37,9.15
HMDB0001173,119.31,29.26
HMDB0001175,400.93,75.33
HMDB0001176,320.69,53.81
HMDB0001177,97.46,32.86
HMDB0001178,291.52,46.75
HMDB0001179,312.47,58.26
HMDB0001180,120.77,21.38
HMDB0001181,57.53,53.65
HMDB0001182,82.59,12.68
HMDB0001183,20.23,17.42
HMDB0001184,17.07,9.65
HMDB0001185,182.63,40.37
HMDB0001186,79.18,30.68
HMDB0001187,307.5,33.68
HMDB0001188,12.53,57.02
HMDB0001189,43.7,19.56
HMDB0001190,32.86,16.87
HMDB0001191,238.69,34.62
HMDB0001192,480.5,70.64
HMDB0001193,66.76,39.53
HMDB0001195,125.68,21.98
HMDB0001196,329.79,74.02
HMDB0001197,355.76,69.69
HMDB0001198,216.35,68.38
HMDB0001199,129.72,22.77
HMDB0001200,109.49,23.06
HMDB0001201,248.28,34.74
HMDB0001202,154.91,26.2
HMDB0001203,37.3,51.47
HMDB0001204,149.65,35.29
HMDB0001206,363.63,70.62
HMDB0001209,147.54,14.59
HMDB0001211,433.97,67.57
HMDB0001212,95.5,15.11
HMDB0001213,124.29,17.18
HMDB0001216,49.84,13.53
HMDB0001217,20.23,51.58
HMDB0001218,26.3,14.36
HMDB0001219,20.23,36.39
HMDB0001220,94.83,41.0
HMDB0001227,145.63,27.46
HMDB0001228,147.15,18.09
HMDB0001229,97.46,18.06
HMDB0001231,80.92,53.38
HMDB0001232,63.37,12.22
HMDB0001235,160.29,24.79
HMDB0001238,65.12,23.59
HMDB0001240,41.99,20.2
HMDB0001241,100.62,14.02
HMDB0001242,20.23,54.99
HMDB0001243,363.63,75.44
HMDB0001244,71.44,38.64
HMDB0001245,201.44,30.77
HMDB0001247,0.0,1.78
HMDB0001248,356.42,70.53
HMDB0001250,29.1,14.52
HMDB0001251,20.23,55.06
HMDB0001252,17.07,11.64
HMDB0001253,93.55,18.17
HMDB0001254,162.7,21.42
HMDB0001256,76.1,26.69
HMDB0001257,64.07,18.8
HMDB0001259,54.37,9.26
HMDB0001260,385.02,65.02
HMDB0001261,212.36,72.85
HMDB0001262,268.68,46.65
HMDB0001263,80.39,14.58
HMDB0001264,100.9,14.02
HMDB0001265,136.68,20.0
HMDB0001266,110.38,16.05
HMDB0001267,73.05,17.93
HMDB0001268,108.74,17.28
HMDB0001269,400.93,75.35
HMDB0001270,170.82,18.01
HMDB0001271,174.65,26.32
HMDB0001272,117.17,33.42
HMDB0001273,294.81,39.81
HMDB0001274,192.16,32.13
HMDB0001275,363.63,74.37
HMDB0001276,67.15,23.11
HMDB0001278,113.29,66.3
HMDB0001280,80.39,12.96
HMDB0001282,527.03,76.38
HMDB0001285,113.29,28.52
HMDB0001286,20.23,53.19
HMDB0001290,400.93,78.44
HMDB0001291,363.63,86.78
HMDB0001292,69.92,12.64
HMDB0001294,170.82,17.96
HMDB0001295,383.86,108.2
HMDB0001296,347.83,62.12
HMDB0001297,41.99,16.72
HMDB0001299,124.29,22.59
HMDB0001301,49.66,10.7
HMDB0001302,0.0,1.78
HMDB0001304,NA,NA
HMDB0001308,174.65,25.65
HMDB0001309,66.4,19.82
HMDB0001310,63.32,8.54
HMDB0001311,57.53,8.05
HMDB0001312,340.91,58.41
HMDB0001313,167.91,20.56
HMDB0001314,170.52,29.19
HMDB0001315,0.0,1.78
HMDB0001316,184.98,21.6
HMDB0001318,17.07,12.14
HMDB0001319,120.11,21.72
HMDB0001320,91.67,40.82
HMDB0001321,124.29,15.41
HMDB0001322,363.63,104.05
HMDB0001324,53.43,19.37
HMDB0001325,66.15,21.55
HMDB0001327,0.0,1.78
HMDB0001328,271.31,46.61
HMDB0001329,36.36,19.35
HMDB0001330,117.69,15.75
HMDB0001333,0.0,1.78
HMDB0001335,86.99,41.47
HMDB0001336,77.76,15.71
HMDB0001337,49.83,37.95
HMDB0001338,363.63,100.19
HMDB0001339,400.93,78.02
HMDB0001340,465.33,68.35
HMDB0001341,232.6,34.24
HMDB0001342,238.69,36.6
HMDB0001343,124.29,19.23
HMDB0001345,17.07,15.69
HMDB0001346,304.04,48.01
HMDB0001347,113.29,19.01
HMDB0001348,107.92,93.1
HMDB0001349,0.0,1.78
HMDB0001351,116.45,17.21
HMDB0001352,74.6,8.17
HMDB0001353,115.06,15.54
HMDB0001354,192.29,43.91
HMDB0001355,70.83,26.77
HMDB0001356,383.86,76.51
HMDB0001358,17.07,35.69
HMDB0001359,363.63,106.07
HMDB0001361,0.0,1.94
HMDB0001362,0.0,0.74
HMDB0001364,325.66,42.12
HMDB0001365,24.19,21.06
HMDB0001366,54.46,10.9
HMDB0001367,165.78,25.41
HMDB0001368,54.37,10.15
HMDB0001369,69.89,11.6
HMDB0001370,126.64,18.93
HMDB0001371,47.58,1.77
HMDB0001372,168.97,36.96
HMDB0001373,300.03,63.64
HMDB0001374,424.32,114.43
HMDB0001375,421.16,82.37
HMDB0001376,161.59,20.17
HMDB0001377,34.14,1.53
HMDB0001379,418.8,65.04
HMDB0001380,511.86,71.84
HMDB0001381,75.99,39.9
HMDB0001382,38.66,12.63
HMDB0001383,113.01,45.32
HMDB0001385,107.22,15.29
HMDB0001387,32.26,17.26
HMDB0001388,37.3,34.98
HMDB0001389,54.12,25.65
HMDB0001390,53.43,19.48
HMDB0001391,304.04,49.24
HMDB0001392,63.32,13.44
HMDB0001394,NA,NA
HMDB0001396,198.48,46.13
HMDB0001397,201.75,30.7
HMDB0001398,29.46,12.69
HMDB0001399,247.92,45.19
HMDB0001401,156.91,21.0
HMDB0001403,94.83,40.78
HMDB0001405,91.67,11.63
HMDB0001406,55.98,11.71
HMDB0001409,145.63,25.86
HMDB0001410,157.68,23.4
HMDB0001411,45.77,19.5
HMDB0001412,141.2,31.6
HMDB0001413,213.5,42.54
HMDB0001414,52.04,11.07
HMDB0001416,145.19,34.34
HMDB0001417,71.44,6.31
HMDB0001419,40.46,51.14
HMDB0001420,60.69,52.3
HMDB0001421,37.3,55.14
HMDB0001422,83.55,22.75
HMDB0001423,346.56,65.36
HMDB0001424,50.19,16.74
HMDB0001425,80.67,36.64
HMDB0001426,17.07,2.58
HMDB0001427,53.43,19.29
HMDB0001429,77.76,5.81
HMDB0001430,83.47,17.48
HMDB0001431,79.37,17.52
HMDB0001432,87.92,15.01
HMDB0001433,573.56,80.03
HMDB0001434,92.78,21.01
HMDB0001438,40.46,51.25
HMDB0001439,206.46,30.52
HMDB0001440,274.58,39.09
HMDB0001441,49.44,12.75
HMDB0001442,94.83,42.13
HMDB0001443,60.69,5.17
HMDB0001444,620.09,83.85
HMDB0001445,201.31,58.82
HMDB0001448,74.6,6.51
HMDB0001449,37.3,38.52
HMDB0001451,37.3,21.74
HMDB0001452,75.99,39.99
HMDB0001453,23.79,4.75
HMDB0001454,449.65,68.66
HMDB0001455,37.3,38.72
HMDB0001457,60.69,52.4
HMDB0001458,84.22,25.4
HMDB0001459,403.12,64.58
HMDB0001460,38.69,15.97
HMDB0001466,26.88,14.98
HMDB0001469,113.29,114.77
HMDB0001470,37.3,10.39
HMDB0001471,37.3,38.26
HMDB0001472,496.18,72.87
HMDB0001473,104.06,12.64
HMDB0001474,124.29,21.88
HMDB0001475,0.0,1.78
HMDB0001476,83.55,14.18
HMDB0001478,0.0,3.42
HMDB0001480,63.32,39.56
HMDB0001481,156.55,22.08
HMDB0001483,97.99,40.86
HMDB0001484,380.7,76.33
HMDB0001485,0.0,16.42
HMDB0001487,317.62,57.65
HMDB0001488,50.19,11.3
HMDB0001489,136.68,18.17
HMDB0001490,69.92,18.64
HMDB0001491,116.95,20.9
HMDB0001492,29.46,54.12
HMDB0001493,363.63,74.75
HMDB0001494,83.83,9.87
HMDB0001495,133.26,27.42
HMDB0001496,40.46,51.28
HMDB0001497,39.77,19.19
HMDB0001498,260.97,29.61
HMDB0001499,307.2,49.22
HMDB0001501,356.59,58.47
HMDB0001504,53.71,26.0
HMDB0001505,0.0,8.89
HMDB0001507,372.27,61.33
HMDB0001508,212.37,33.53
HMDB0001509,97.99,40.46
HMDB0001510,29.1,25.93
HMDB0001511,133.95,16.82
HMDB0001512,215.5,41.52
HMDB0001513,NA,NA
HMDB0001514,116.17,16.87
HMDB0001517,203.38,28.57
HMDB0001518,66.76,30.5
HMDB0001520,201.58,42.19
HMDB0001521,363.63,96.43
HMDB0001522,61.9,7.57
HMDB0001525,28.68,6.56
HMDB0001526,60.16,27.66
HMDB0001527,37.3,12.22
HMDB0001530,167.91,21.53
HMDB0001532,258.9,38.06
HMDB0001533,189.69,46.0
HMDB0001534,222.33,47.06
HMDB0001536,43.09,3.83
HMDB0001537,86.71,17.03
HMDB0001538,50.19,13.18
HMDB0001539,104.94,22.19
HMDB0001541,542.71,77.3
HMDB0001542,198.4,35.66
HMDB0001543,604.92,82.15
HMDB0001544,37.3,14.21
HMDB0001545,70.42,16.28
HMDB0001546,221.67,31.39
HMDB0001547,74.6,38.83
HMDB0001548,136.68,18.25
HMDB0001550,175.89,31.17
HMDB0001551,17.07,33.39
HMDB0001552,97.46,12.56
HMDB0001553,54.37,14.21
HMDB0001554,192.47,29.99
HMDB0001555,125.9,22.15
HMDB0001557,155.05,33.24
HMDB0001562,215.55,46.34
HMDB0001563,146.43,28.17
HMDB0001564,237.68,37.44
HMDB0001565,66.76,17.23
HMDB0001566,87.37,15.33
HMDB0001568,37.3,16.45
HMDB0001569,20.23,51.12
HMDB0001570,114.4,25.51
HMDB0001586,156.91,20.72
HMDB0001587,54.37,14.07
HMDB0001624,57.53,14.04
HMDB0001644,90.15,13.55
HMDB0001645,63.32,14.46
HMDB0001659,17.07,6.41
HMDB0001713,57.53,16.37
HMDB0001721,130.08,14.01
HMDB0001786,97.7,27.1
HMDB0001830,34.14,37.26
HMDB0001833,219.33,44.13
HMDB0001842,75.89,5.57
HMDB0001843,66.4,11.92
HMDB0001844,74.6,11.87
HMDB0001846,207.27,43.38
HMDB0001847,58.44,18.95
HMDB0001848,6.48,33.39
HMDB0001849,41.49,29.98
HMDB0001850,63.95,51.7
HMDB0001851,101.15,14.28
HMDB0001852,37.3,36.85
HMDB0001854,0.0,1.78
HMDB0001855,56.25,18.86
HMDB0001856,77.76,13.85
HMDB0001857,81.75,17.74
HMDB0001858,20.23,11.93
HMDB0001859,49.33,15.52
HMDB0001860,67.23,16.87
HMDB0001861,43.84,13.92
HMDB0001862,37.3,10.26
HMDB0001863,57.53,11.83
HMDB0001864,54.37,13.19
HMDB0001865,54.37,11.19
HMDB0001866,97.99,16.52
HMDB0001867,92.42,19.13
HMDB0001868,66.76,15.8
HMDB0001870,37.3,11.97
HMDB0001871,110.38,28.13
HMDB0001873,37.3,9.12
HMDB0001874,132.13,15.54
HMDB0001875,20.23,3.38
HMDB0001876,116.09,24.3
HMDB0001877,37.3,17.0
HMDB0001878,20.23,17.84
HMDB0001879,63.6,17.1
HMDB0001881,40.46,8.01
HMDB0001882,57.53,8.1
HMDB0001885,83.55,20.35
HMDB0001886,78.09,14.75
HMDB0001888,20.31,7.69
HMDB0001889,69.3,16.86
HMDB0001890,66.4,15.34
HMDB0001891,63.32,13.41
HMDB0001892,34.14,17.64
HMDB0001893,29.46,55.29
HMDB0001894,118.72,29.56
HMDB0001895,57.53,12.81
HMDB0001896,45.25,20.86
HMDB0001897,516.63,141.28
HMDB0001898,164.38,67.38
HMDB0001900,86.99,12.8
HMDB0001901,63.32,14.71
HMDB0001902,341.79,67.38
HMDB0001903,60.69,51.02
HMDB0001904,126.69,20.55
HMDB0001906,63.32,10.33
HMDB0001908,115.06,41.84
HMDB0001913,77.1,37.45
HMDB0001915,161.31,19.4
HMDB0001917,203.06,84.8
HMDB0001919,175.83,32.03
HMDB0001920,12.47,31.77
HMDB0001921,88.99,13.43
HMDB0001922,17.82,36.25
HMDB0001923,46.53,24.81
HMDB0001924,84.58,29.98
HMDB0001925,37.3,23.76
HMDB0001926,40.46,34.53
HMDB0001927,12.47,29.86
HMDB0001928,118.36,25.35
HMDB0001929,73.32,36.69
HMDB0001930,83.58,33.69
HMDB0001931,66.76,28.59
HMDB0001932,50.72,31.9
HMDB0001933,122.63,30.55
HMDB0001934,16.13,18.59
HMDB0001935,63.6,31.9
HMDB0001936,25.36,31.09
HMDB0001937,72.72,26.86
HMDB0001938,132.96,43.64
HMDB0001939,54.37,40.07
HMDB0001940,129.62,25.9
HMDB0001941,16.13,32.08
HMDB0001942,46.25,16.98
HMDB0001943,32.26,18.83
HMDB0001944,16.13,30.82
HMDB0001952,281.16,79.53
HMDB0001954,57.53,17.97
HMDB0001955,37.3,17.48
HMDB0001956,318.46,84.62
HMDB0001957,239.04,77.36
HMDB0001958,17.07,38.06
HMDB0001959,118.44,25.27
HMDB0001960,0.0,4.7
HMDB0001961,140.25,30.55
HMDB0001964,77.76,17.34
HMDB0001965,97.99,40.34
HMDB0001966,0.0,1.78
HMDB0001967,34.14,2.57
HMDB0001968,80.92,53.14
HMDB0001970,90.54,15.62
HMDB0001972,83.55,14.21
HMDB0001973,90.54,15.67
HMDB0001975,57.53,13.67
HMDB0001976,37.3,40.58
HMDB0001977,97.99,40.59
HMDB0001978,84.55,12.05
HMDB0001979,111.9,41.09
HMDB0001980,425.55,107.34
HMDB0001981,170.82,23.59
HMDB0001982,81.75,17.69
HMDB0001983,119.31,24.3
HMDB0001984,58.2,43.96
HMDB0001986,482.38,93.61
HMDB0001987,57.53,11.73
HMDB0001988,57.53,14.94
HMDB0001989,0.0,1.78
HMDB0001991,76.02,14.77
HMDB0001993,37.3,50.6
HMDB0001999,37.3,35.93
HMDB0002000,37.3,28.75
HMDB0002001,74.6,11.86
HMDB0002003,37.3,51.57
HMDB0002004,28.26,25.47
HMDB0002005,80.39,15.98
HMDB0002006,89.34,9.88
HMDB0002007,37.3,42.83
HMDB0002009,370.61,75.89
HMDB0002011,57.53,11.91
HMDB0002012,52.6,26.94
HMDB0002013,66.43,24.8
HMDB0002014,66.43,44.6
HMDB0002015,86.96,18.44
HMDB0002016,100.62,18.43
HMDB0002017,26.02,14.19
HMDB0002019,20.23,40.33
HMDB0002020,37.3,72.46
HMDB0002022,171.57,23.68
HMDB0002023,74.6,17.92
HMDB0002024,65.98,11.47
HMDB0002025,94.83,16.45
HMDB0002026,81.75,17.82
HMDB0002027,20.23,50.14
HMDB0002028,147.15,24.11
HMDB0002030,116.17,16.43
HMDB0002031,92.42,13.82
HMDB0002032,108.61,14.26
HMDB0002034,160.78,25.19
HMDB0002035,57.53,16.43
HMDB0002036,60.69,5.86
HMDB0002038,75.35,18.04
HMDB0002039,29.1,8.7
HMDB0002040,46.53,18.34
HMDB0002042,66.4,21.63
HMDB0002043,37.3,20.11
HMDB0002044,169.74,26.94
HMDB0002048,20.23,11.91
HMDB0002050,115.06,10.97
HMDB0002052,108.74,16.75
HMDB0002053,78.09,24.5
HMDB0002054,363.63,74.98
HMDB0002055,20.23,11.83
HMDB0002056,63.6,22.83
HMDB0002057,363.63,106.89
HMDB0002059,57.53,26.85
HMDB0002060,265.16,49.3
HMDB0002061,NA,NA
HMDB0002062,130.08,22.16
HMDB0002063,37.3,58.01
HMDB0002064,55.12,15.28
HMDB0002065,128.84,22.59
HMDB0002067,373.41,71.5
HMDB0002068,37.3,45.6
HMDB0002070,111.9,12.76
HMDB0002071,511.48,100.03
HMDB0002072,46.53,16.86
HMDB0002074,74.6,13.75
HMDB0002077,40.46,4.81
HMDB0002078,44.02,3.16
HMDB0002080,37.3,37.64
HMDB0002082,97.99,42.75
HMDB0002084,23.79,2.31
HMDB0002085,75.99,18.77
HMDB0002086,536.31,156.67
HMDB0002087,57.61,17.99
HMDB0002088,49.33,42.77
HMDB0002089,151.06,27.15
HMDB0002091,133.52,25.89
HMDB0002092,74.6,11.06
HMDB0002094,248.45,46.19
HMDB0002095,103.73,23.68
HMDB0002096,53.09,22.03
HMDB0002097,37.3,16.13
HMDB0002098,256.29,45.41
HMDB0002099,66.49,14.43
HMDB0002100,49.33,40.05
HMDB0002103,40.46,51.56
HMDB0002104,80.39,12.56
HMDB0002107,74.6,14.94
HMDB0002108,63.32,13.56
HMDB0002109,149.4,23.17
HMDB0002111,25.3,1.51
HMDB0002113,69.56,12.16
HMDB0002114,74.6,32.58
HMDB0002115,97.99,41.08
HMDB0002117,43.09,37.44
HMDB0002120,63.6,18.96
HMDB0002121,66.76,36.43
HMDB0002122,97.99,40.2
HMDB0002123,72.96,19.82
HMDB0002124,86.99,26.78
HMDB0002126,101.15,51.95
HMDB0002127,57.53,10.98
HMDB0002128,93.5,11.37
HMDB0002130,63.6,16.88
HMDB0002132,97.99,40.35
HMDB0002134,43.09,7.71
HMDB0002135,117.69,20.67
HMDB0002137,363.63,85.92
HMDB0002140,215.55,46.53
HMDB0002141,49.33,12.27
HMDB0002144,40.62,13.45
HMDB0002145,363.63,86.61
HMDB0002148,500.25,92.65
HMDB0002149,46.53,15.32
HMDB0002150,473.15,94.58
HMDB0002151,17.07,7.91
HMDB0002152,17.07,34.82
HMDB0002156,40.46,39.3
HMDB0002157,121.38,52.9
HMDB0002158,212.36,71.34
HMDB0002159,404.09,117.46
HMDB0002160,164.77,69.26
HMDB0002163,97.99,55.37
HMDB0002166,63.32,10.42
HMDB0002167,26.3,10.12
HMDB0002168,23.06,1.67
HMDB0002169,63.32,17.56
HMDB0002170,380.7,72.58
HMDB0002171,124.17,27.28
HMDB0002172,82.26,35.39
HMDB0002173,66.76,13.64
HMDB0002174,417.0,132.05
HMDB0002175,0.0,1.78
HMDB0002176,37.3,10.98
HMDB0002177,37.3,37.35
HMDB0002178,424.32,118.88
HMDB0002179,58.89,3.64
HMDB0002180,101.15,54.12
HMDB0002181,0.0,74.95
HMDB0002182,52.49,18.2
HMDB0002183,37.3,38.63
HMDB0002184,83.55,17.77
HMDB0002185,354.4,83.47
HMDB0002186,37.3,32.87
HMDB0002189,67.15,23.1
HMDB0002190,49.83,39.13
HMDB0002193,34.14,71.63
HMDB0002194,120.77,24.81
HMDB0002195,97.99,51.21
HMDB0002196,0.0,1.78
HMDB0002197,57.53,50.92
HMDB0002198,40.46,72.17
HMDB0002199,57.53,16.97
HMDB0002200,120.85,50.83
HMDB0002201,86.63,17.84
HMDB0002202,572.99,160.09
HMDB0002203,57.53,22.16
HMDB0002204,74.6,73.77
HMDB0002205,117.69,15.69
HMDB0002207,57.53,15.82
HMDB0002208,101.15,53.75
HMDB0002209,49.69,25.81
HMDB0002210,63.32,15.18
HMDB0002211,361.56,84.05
HMDB0002212,37.3,42.91
HMDB0002214,17.07,17.06
HMDB0002215,132.66,22.77
HMDB0002217,54.37,9.16
HMDB0002219,155.14,44.29
HMDB0002220,186.01,34.99
HMDB0002221,37.3,28.91
HMDB0002222,37.3,15.93
HMDB0002224,108.38,23.34
HMDB0002226,37.3,41.37
HMDB0002227,58.56,36.32
HMDB0002229,46.53,16.96
HMDB0002230,37.3,62.27
HMDB0002231,37.3,41.32
HMDB0002232,49.83,38.55
HMDB0002234,69.89,11.76
HMDB0002235,237.09,48.55
HMDB0002236,74.6,39.81
HMDB0002237,37.3,16.15
HMDB0002238,80.39,15.63
HMDB0002242,206.56,71.39
HMDB0002243,50.19,11.38
HMDB0002248,155.74,26.23
HMDB0002249,91.54,17.9
HMDB0002250,66.43,41.85
HMDB0002252,363.63,79.18
HMDB0002255,400.93,76.4
HMDB0002259,37.3,36.49
HMDB0002261,57.53,30.7
HMDB0002262,26.3,76.65
HMDB0002263,133.72,22.16
HMDB0002264,57.53,18.19
HMDB0002265,77.76,39.75
HMDB0002266,74.6,13.13
HMDB0002268,20.23,72.46
HMDB0002269,93.06,38.12
HMDB0002271,65.98,13.59
HMDB0002272,0.0,74.89
HMDB0002273,120.85,14.01
HMDB0002274,417.0,135.93
HMDB0002275,152.56,24.0
HMDB0002276,237.09,49.14
HMDB0002277,115.06,37.94
HMDB0002278,178.17,33.97
HMDB0002281,152.56,23.97
HMDB0002282,178.17,34.19
HMDB0002283,49.83,38.25
HMDB0002284,55.12,17.36
HMDB0002285,53.09,16.17
HMDB0002287,43.09,11.43
HMDB0002288,363.63,93.35
HMDB0002289,363.63,82.56
HMDB0002290,0.0,1.78
HMDB0002294,97.99,42.7
HMDB0002297,0.0,72.76
HMDB0002299,63.32,10.44
HMDB0002302,53.09,20.0
HMDB0002303,0.0,7.24
HMDB0002304,89.79,45.09
HMDB0002305,181.43,25.96
HMDB0002306,0.0,2.65
HMDB0002307,363.63,70.91
HMDB0002308,437.23,135.56
HMDB0002310,400.93,76.39
HMDB0002311,77.76,39.17
HMDB0002314,77.76,39.73
HMDB0002318,236.06,69.7
HMDB0002320,75.35,14.1
HMDB0002322,52.04,13.11
HMDB0002326,79.9,26.41
HMDB0002327,74.6,28.96
HMDB0002329,74.6,6.23
HMDB0002331,125.04,24.33
HMDB0002334,71.44,14.58
HMDB0002335,120.93,21.35
HMDB0002336,156.91,33.17
HMDB0002337,37.3,43.12
HMDB0002338,75.99,28.68
HMDB0002339,88.34,24.0
HMDB0002340,37.3,13.95
HMDB0002341,91.67,39.99
HMDB0002343,77.76,39.75
HMDB0002345,37.3,45.09
HMDB0002346,383.86,73.23
HMDB0002348,37.3,60.17
HMDB0002349,74.6,12.65
HMDB0002350,20.23,38.65
HMDB0002352,40.46,27.64
HMDB0002353,232.9,69.2
HMDB0002354,141.08,27.83
HMDB0002355,120.85,52.54
HMDB0002356,37.3,55.83
HMDB0002358,77.76,37.3
HMDB0002359,37.3,14.96
HMDB0002360,40.46,54.94
HMDB0002361,37.3,53.74
HMDB0002362,89.34,11.79
HMDB0002363,91.67,40.28
HMDB0002364,57.53,54.87
HMDB0002366,66.43,26.09
HMDB0002367,113.29,91.89
HMDB0002368,37.3,49.83
HMDB0002369,37.3,35.89
HMDB0002372,66.4,29.97
HMDB0002373,37.3,22.99
HMDB0002374,20.23,53.63
HMDB0002375,208.12,44.09
HMDB0002376,312.05,84.29
HMDB0002377,133.72,31.25
HMDB0002379,131.96,67.28
HMDB0002381,129.72,26.06
HMDB0002384,17.07,37.65
HMDB0002385,74.6,51.31
HMDB0002386,0.0,1.78
HMDB0002387,0.0,1.78
HMDB0002388,57.53,54.63
HMDB0002390,57.53,14.89
HMDB0002391,40.46,54.68
HMDB0002392,77.76,55.78
HMDB0002393,86.63,13.18
HMDB0002394,17.07,49.21
HMDB0002395,57.53,54.51
HMDB0002396,37.3,33.09
HMDB0002398,391.2,99.47
HMDB0002399,143.71,22.81
HMDB0002400,91.67,40.42
HMDB0002404,86.63,18.38
HMDB0002409,150.23,57.8
HMDB0002421,141.36,52.3
HMDB0002428,74.6,15.2
HMDB0002429,199.92,71.24
HMDB0002430,173.98,62.68
HMDB0002431,57.53,45.28
HMDB0002432,70.67,13.01
HMDB0002434,40.46,10.75
HMDB0002441,74.6,15.49
HMDB0002451,77.76,46.32
HMDB0002453,77.76,10.72
HMDB0002455,69.89,8.71
HMDB0002457,0.0,1.78
HMDB0002466,57.53,12.92
HMDB0002467,107.19,13.62
HMDB0002472,223.31,68.23
HMDB0002486,178.3,61.32
HMDB0002488,77.76,46.29
HMDB0002492,57.53,45.32
HMDB0002496,150.23,57.21
HMDB0002497,150.23,57.72
HMDB0002498,167.3,61.86
HMDB0002500,0.0,3.36
HMDB0002501,0.0,1.78
HMDB0002503,0.0,1.78
HMDB0002504,121.13,50.14
HMDB0002511,64.99,24.17
HMDB0002513,153.75,61.69
HMDB0002520,107.22,13.29
HMDB0002522,121.13,52.01
HMDB0002523,26.3,8.24
HMDB0002536,77.76,46.11
HMDB0002541,107.22,14.99
HMDB0002545,135.29,16.23
HMDB0002577,194.21,62.58
HMDB0002579,203.08,67.52
HMDB0002580,147.07,61.47
HMDB0002581,187.53,63.02
HMDB0002585,77.76,46.69
HMDB0002586,121.13,51.88
HMDB0002596,173.98,61.79
HMDB0002601,77.76,10.65
HMDB0002639,130.0,57.14
HMDB0002640,170.46,58.04
HMDB0002641,57.53,16.11
HMDB0002642,121.13,52.6
HMDB0002643,77.76,17.31
HMDB0002644,170.46,57.21
HMDB0002649,69.92,10.73
HMDB0002655,116.45,30.58
HMDB0002656,74.6,40.11
HMDB0002658,70.42,12.31
HMDB0002659,0.0,1.78
HMDB0002664,94.83,39.44
HMDB0002666,122.44,32.59
HMDB0002670,86.99,27.31
HMDB0002685,97.99,42.53
HMDB0002689,94.83,42.64
HMDB0002697,37.3,32.94
HMDB0002704,135.29,16.1
HMDB0002706,134.45,17.02
HMDB0002708,114.29,28.09
HMDB0002710,74.6,38.63
HMDB0002712,90.15,15.19
HMDB0002714,0.0,2.59
HMDB0002719,20.23,49.67
HMDB0002720,37.3,35.65
HMDB0002721,120.41,27.0
HMDB0002725,37.3,32.27
HMDB0002726,43.37,39.54
HMDB0002728,136.15,54.41
HMDB0002730,68.55,12.66
HMDB0002741,96.36,78.29
HMDB0002746,40.46,74.06
HMDB0002752,74.6,38.66
HMDB0002755,147.68,29.47
HMDB0002757,117.69,13.56
HMDB0002759,80.67,40.01
HMDB0002776,91.67,40.33
HMDB0002780,110.38,27.89
HMDB0002783,347.96,81.89
HMDB0002786,49.66,2.81
HMDB0002789,40.46,73.47
HMDB0002802,91.67,38.95
HMDB0002815,105.12,60.02
HMDB0002817,165.78,25.69
HMDB0002818,92.34,10.3
HMDB0002820,55.12,13.69
HMDB0002823,37.3,43.33
HMDB0002825,67.23,16.85
HMDB0002829,133.52,50.56
HMDB0002832,86.71,18.79
HMDB0002833,80.67,39.59
HMDB0002835,46.26,38.44
HMDB0002845,363.63,80.88
HMDB0002865,399.53,102.58
HMDB0002869,20.23,52.31
HMDB0002871,0.0,73.38
HMDB0002873,53.01,39.29
HMDB0002878,68.88,3.24
HMDB0002884,37.3,45.2
HMDB0002886,115.06,42.48
HMDB0002890,20.23,71.03
HMDB0002894,67.48,11.89
HMDB0002895,189.66,50.65
HMDB0002899,133.52,26.34
HMDB0002902,29.46,51.31
HMDB0002904,107.22,37.57
HMDB0002916,83.6,13.12
HMDB0002917,101.15,14.42
HMDB0002923,189.53,31.05
HMDB0002925,37.3,39.01
HMDB0002927,225.06,56.19
HMDB0002928,200.53,31.84
HMDB0002931,86.63,13.43
HMDB0002937,116.45,31.06
HMDB0002939,17.07,12.05
HMDB0002950,40.46,73.16
HMDB0002961,37.3,34.54
HMDB0002972,46.67,56.23
HMDB0002982,74.6,40.72
HMDB0002984,57.53,35.22
HMDB0002985,167.91,20.53
HMDB0002991,26.02,8.65
HMDB0002992,363.63,80.9
HMDB0002994,80.92,11.62
HMDB0002995,74.6,41.03
HMDB0003000,0.0,73.69
HMDB0003011,89.62,13.44
HMDB0003012,26.02,10.29
HMDB0003020,73.22,72.71
HMDB0003023,113.29,84.57
HMDB0003033,43.37,38.67
HMDB0003034,94.83,39.67
HMDB0003036,136.15,49.26
HMDB0003039,46.53,38.39
HMDB0003040,129.2,24.68
HMDB0003045,65.98,23.5
HMDB0003052,37.3,7.16
