hmdb_primary,pka_strongest_acidic,pka_strongest_basic
HMDB0043801,NA,-4.2
HMDB0043802,NA,-4.2
HMDB0043803,NA,-4.2
HMDB0043804,NA,-4.2
HMDB0043805,NA,-4.2
HMDB0043806,NA,-4.2
HMDB0043807,NA,-4.2
HMDB0043808,NA,-4.2
HMDB0043809,NA,-4.2
HMDB0043810,NA,-4.2
HMDB0043811,NA,-4.2
HMDB0043812,NA,-4.2
HMDB0043813,NA,-4.2
HMDB0043814,NA,-4.2
HMDB0043815,NA,-4.2
HMDB0043816,NA,-4.2
HMDB0043817,NA,-4.2
HMDB0043818,NA,-4.2
HMDB0043819,NA,-4.2
HMDB0043820,NA,-4.2
HMDB0043821,NA,-4.2
HMDB0043822,NA,-4.2
HMDB0043823,NA,-4.2
HMDB0043824,NA,-4.2
HMDB0043825,NA,-4.2
HMDB0043826,NA,-4.2
HMDB0043827,NA,-4.2
HMDB0043828,NA,-4.2
HMDB0043831,NA,-6.6
HMDB0043832,NA,-6.6
HMDB0043833,NA,-6.6
HMDB0043834,NA,-6.6
HMDB0043836,NA,-6.6
HMDB0043838,NA,-6.6
HMDB0043839,NA,-6.6
HMDB0043840,NA,-6.6
HMDB0043841,NA,-6.6
HMDB0043843,NA,-6.6
HMDB0043844,NA,-6.6
HMDB0043845,NA,-6.6
HMDB0043846,NA,-6.6
HMDB0043847,NA,-6.6
HMDB0043848,NA,-6.6
HMDB0043849,NA,-6.6
HMDB0043850,NA,-6.6
HMDB0043851,NA,-6.6
HMDB0043852,NA,-6.6
HMDB0043853,NA,-6.6
HMDB0043854,NA,-6.6
HMDB0043855,NA,-6.6
HMDB0043856,NA,-4.1
HMDB0043857,NA,-6.6
HMDB0043858,NA,-6.6
HMDB0043859,NA,-6.6
HMDB0043860,NA,-6.6
HMDB0043861,NA,-6.6
HMDB0043862,NA,-6.6
HMDB0043863,NA,-6.6
HMDB0043864,NA,-6.6
HMDB0043865,NA,-6.6
HMDB0043866,NA,-6.6
HMDB0043867,NA,-6.6
HMDB0043868,NA,-6.6
HMDB0043869,NA,-6.6
HMDB0043870,NA,-6.6
HMDB0043871,NA,-6.6
HMDB0043872,NA,-6.6
HMDB0043873,NA,-6.6
HMDB0043874,NA,-6.6
HMDB0043875,NA,-6.6
HMDB0043876,NA,-6.6
HMDB0043877,NA,-6.6
HMDB0043878,NA,-6.6
HMDB0043879,NA,-6.6
HMDB0043880,NA,-6.6
HMDB0043881,NA,-6.6
HMDB0043882,NA,-6.6
HMDB0043883,NA,-6.6
HMDB0043884,NA,-4.1
HMDB0043888,NA,-6.6
HMDB0043889,NA,-6.6
HMDB0043890,NA,-6.6
HMDB0043895,NA,-6.6
HMDB0043896,NA,-6.6
HMDB0043897,NA,-6.6
HMDB0043899,NA,-6.6
HMDB0043900,NA,-6.6
HMDB0043901,NA,-6.6
HMDB0043903,NA,-6.6
HMDB0043904,NA,-6.6
HMDB0043905,NA,-6.6
HMDB0043907,NA,-6.6
HMDB0043908,NA,-6.6
HMDB0043909,NA,-6.6
HMDB0043910,NA,-6.6
HMDB0043912,NA,-4.1
HMDB0043913,NA,-6.6
HMDB0043916,NA,-6.6
HMDB0043917,NA,-6.6
HMDB0043918,NA,-6.6
HMDB0043919,NA,-6.6
HMDB0043920,NA,-6.6
HMDB0043923,NA,-6.6
HMDB0043924,NA,-6.6
HMDB0043925,NA,-6.6
HMDB0043927,NA,-6.6
HMDB0043928,NA,-6.6
HMDB0043929,NA,-6.6
HMDB0043931,NA,-6.6
HMDB0043932,NA,-6.6
HMDB0043933,NA,-6.6
HMDB0043934,NA,-6.6
HMDB0043935,NA,-6.6
HMDB0043936,NA,-6.6
HMDB0043937,NA,-6.6
HMDB0043938,NA,-6.6
HMDB0043939,NA,-6.6
HMDB0043940,NA,-4.1
HMDB0043941,NA,-6.6
HMDB0043942,NA,-6.6
HMDB0043944,NA,-6.6
HMDB0043945,NA,-6.6
HMDB0043946,NA,-6.6
HMDB0043947,NA,-6.6
HMDB0043948,NA,-6.6
HMDB0043949,NA,-6.6
HMDB0043951,NA,-6.6
HMDB0043952,NA,-6.6
HMDB0043953,NA,-6.6
HMDB0043954,NA,-6.6
HMDB0043955,NA,-6.6
HMDB0043956,NA,-6.6
HMDB0043957,NA,-6.6
HMDB0043959,NA,-6.6
HMDB0043960,NA,-6.6
HMDB0043961,NA,-6.6
HMDB0043962,NA,-6.6
HMDB0043963,NA,-6.6
HMDB0043964,NA,-6.6
HMDB0043965,NA,-6.6
HMDB0043966,NA,-6.6
HMDB0043967,NA,-6.6
HMDB0043968,NA,-4.1
HMDB0043969,NA,-6.6
HMDB0043970,NA,-6.6
HMDB0043971,NA,-6.6
HMDB0043972,NA,-6.6
HMDB0043973,NA,-6.6
HMDB0043974,NA,-6.6
HMDB0043975,NA,-6.6
HMDB0043976,NA,-6.6
HMDB0043977,NA,-6.6
HMDB0043978,NA,-6.6
HMDB0043979,NA,-6.6
HMDB0043980,NA,-6.6
HMDB0043981,NA,-6.6
HMDB0043982,NA,-6.6
HMDB0043983,NA,-6.6
HMDB0043984,NA,-6.6
HMDB0043985,NA,-6.6
HMDB0043986,NA,-6.6
HMDB0043987,NA,-6.6
HMDB0043988,NA,-6.6
HMDB0043989,NA,-6.6
HMDB0043990,NA,-6.6
HMDB0043991,NA,-6.6
HMDB0043992,NA,-6.6
HMDB0043993,NA,-6.6
HMDB0043994,NA,-6.6
HMDB0043995,NA,-6.6
HMDB0043996,NA,-4.1
HMDB0043997,NA,-6.6
HMDB0043998,NA,-6.6
HMDB0043999,NA,-6.6
HMDB0044000,NA,-6.6
HMDB0044001,NA,-6.6
HMDB0044002,NA,-6.6
HMDB0044003,NA,-6.6
HMDB0044004,NA,-6.6
HMDB0044005,NA,-6.6
HMDB0044006,NA,-6.6
HMDB0044007,NA,-6.6
HMDB0044008,NA,-6.6
HMDB0044009,NA,-6.6
HMDB0044010,NA,-6.6
HMDB0044011,NA,-6.6
HMDB0044012,NA,-6.6
HMDB0044013,NA,-6.6
HMDB0044014,NA,-6.6
HMDB0044015,NA,-6.6
HMDB0044016,NA,-6.6
HMDB0044017,NA,-6.6
HMDB0044018,NA,-6.6
HMDB0044019,NA,-6.6
HMDB0044020,NA,-6.6
HMDB0044021,NA,-6.6
HMDB0044022,NA,-6.6
HMDB0044023,NA,-6.6
HMDB0044024,NA,-4.1
HMDB0044025,NA,-6.6
HMDB0044026,NA,-6.6
HMDB0044027,NA,-6.6
HMDB0044028,NA,-6.6
HMDB0044029,NA,-6.6
HMDB0044030,NA,-6.6
HMDB0044031,NA,-6.6
HMDB0044032,NA,-6.6
HMDB0044033,NA,-6.6
HMDB0044034,NA,-6.6
HMDB0044035,NA,-6.6
HMDB0044036,NA,-6.6
HMDB0044037,NA,-6.6
HMDB0044038,NA,-6.6
HMDB0044039,NA,-6.6
HMDB0044040,NA,-6.6
HMDB0044041,NA,-6.6
HMDB0044042,NA,-6.6
HMDB0044043,NA,-6.6
HMDB0044044,NA,-6.6
HMDB0044045,NA,-6.6
HMDB0044046,NA,-6.6
HMDB0044047,NA,-6.6
HMDB0044048,NA,-6.6
HMDB0044049,NA,-6.6
HMDB0044050,NA,-6.6
HMDB0044051,NA,-6.6
HMDB0044052,NA,-4.1
HMDB0044053,NA,-6.6
HMDB0044056,NA,-6.6
HMDB0044057,NA,-6.6
HMDB0044058,NA,-6.6
HMDB0044060,NA,-6.6
HMDB0044063,NA,-6.6
HMDB0044064,NA,-6.6
HMDB0044065,NA,-6.6
HMDB0044067,NA,-6.6
HMDB0044068,NA,-6.6
HMDB0044069,NA,-6.6
HMDB0044071,NA,-6.6
HMDB0044072,NA,-6.6
HMDB0044073,NA,-6.6
HMDB0044074,NA,-6.6
HMDB0044075,NA,-6.6
HMDB0044076,NA,-6.6
HMDB0044077,NA,-6.6
HMDB0044078,NA,-6.6
HMDB0044079,NA,-6.6
HMDB0044080,NA,-4.1
HMDB0044081,NA,-6.6
HMDB0044082,NA,-6.6
HMDB0044083,NA,-6.6
HMDB0044084,NA,-6.6
HMDB0044085,NA,-6.6
HMDB0044086,NA,-6.6
HMDB0044087,NA,-6.6
HMDB0044088,NA,-6.6
HMDB0044089,NA,-6.6
HMDB0044090,NA,-6.6
HMDB0044091,NA,-6.6
HMDB0044092,NA,-6.6
HMDB0044093,NA,-6.6
HMDB0044094,NA,-6.6
HMDB0044095,NA,-6.6
HMDB0044096,NA,-6.6
HMDB0044097,NA,-6.6
HMDB0044098,NA,-6.6
HMDB0044099,NA,-6.6
HMDB0044100,NA,-6.6
HMDB0044101,NA,-6.6
HMDB0044102,NA,-6.6
HMDB0044103,NA,-6.6
HMDB0044104,NA,-6.6
HMDB0044105,NA,-6.6
HMDB0044106,NA,-6.6
HMDB0044107,NA,-6.6
HMDB0044108,NA,-4.1
HMDB0044109,NA,-6.6
HMDB0044110,NA,-6.6
HMDB0044112,NA,-6.6
HMDB0044113,NA,-6.6
HMDB0044114,NA,-6.6
HMDB0044115,NA,-6.6
HMDB0044116,NA,-6.6
HMDB0044119,NA,-6.6
HMDB0044120,NA,-6.6
HMDB0044121,NA,-6.6
HMDB0044123,NA,-6.6
HMDB0044124,NA,-6.6
HMDB0044125,NA,-6.6
HMDB0044127,NA,-6.6
HMDB0044128,NA,-6.6
HMDB0044129,NA,-6.6
HMDB0044130,NA,-6.6
HMDB0044131,NA,-6.6
HMDB0044132,NA,-6.6
HMDB0044133,NA,-6.6
HMDB0044134,NA,-6.6
HMDB0044135,NA,-6.6
HMDB0044136,NA,-4.1
HMDB0044137,NA,-6.6
HMDB0044138,NA,-6.6
HMDB0044139,NA,-6.6
HMDB0044140,NA,-6.6
HMDB0044141,NA,-6.6
HMDB0044142,NA,-6.6
HMDB0044143,NA,-6.6
HMDB0044144,NA,-6.6
HMDB0044145,NA,-6.6
HMDB0044147,NA,-6.6
HMDB0044148,NA,-6.6
HMDB0044149,NA,-6.6
HMDB0044150,NA,-6.6
HMDB0044151,NA,-6.6
HMDB0044152,NA,-6.6
HMDB0044153,NA,-6.6
HMDB0044155,NA,-6.6
HMDB0044156,NA,-6.6
HMDB0044157,NA,-6.6
HMDB0044158,NA,-6.6
HMDB0044159,NA,-6.6
HMDB0044160,NA,-6.6
HMDB0044161,NA,-6.6
HMDB0044162,NA,-6.6
HMDB0044163,NA,-6.6
HMDB0044164,NA,-4.1
HMDB0044165,NA,-6.6
HMDB0044166,NA,-6.6
HMDB0044167,NA,-6.6
HMDB0044168,NA,-6.6
HMDB0044169,NA,-6.6
HMDB0044170,NA,-6.6
HMDB0044171,NA,-6.6
HMDB0044172,NA,-6.6
HMDB0044173,NA,-6.6
HMDB0044174,NA,-6.6
HMDB0044175,NA,-6.6
HMDB0044176,NA,-6.6
HMDB0044177,NA,-6.6
HMDB0044178,NA,-6.6
HMDB0044179,NA,-6.6
HMDB0044180,NA,-6.6
HMDB0044181,NA,-6.6
HMDB0044182,NA,-6.6
HMDB0044183,NA,-6.6
HMDB0044184,NA,-6.6
HMDB0044185,NA,-6.6
HMDB0044186,NA,-6.6
HMDB0044187,NA,-6.6
HMDB0044188,NA,-6.6
HMDB0044189,NA,-6.6
HMDB0044190,NA,-6.6
HMDB0044191,NA,-6.6
HMDB0044192,NA,-4.1
HMDB0044193,NA,-6.6
HMDB0044194,NA,-6.6
HMDB0044195,NA,-6.6
HMDB0044196,NA,-6.6
HMDB0044197,NA,-6.6
HMDB0044198,NA,-6.6
HMDB0044199,NA,-6.6
HMDB0044200,NA,-6.6
HMDB0044201,NA,-6.6
HMDB0044202,NA,-6.6
HMDB0044203,NA,-6.6
HMDB0044204,NA,-6.6
HMDB0044205,NA,-6.6
HMDB0044206,NA,-6.6
HMDB0044207,NA,-6.6
HMDB0044208,NA,-6.6
HMDB0044209,NA,-6.6
HMDB0044210,NA,-6.6
HMDB0044211,NA,-6.6
HMDB0044212,NA,-6.6
HMDB0044213,NA,-6.6
HMDB0044214,NA,-6.6
HMDB0044215,NA,-6.6
HMDB0044216,NA,-6.6
HMDB0044217,NA,-6.6
HMDB0044218,NA,-6.6
HMDB0044219,NA,-6.6
HMDB0044220,NA,-4.1
HMDB0044221,NA,-6.6
HMDB0044222,NA,-6.6
HMDB0044223,NA,-6.6
HMDB0044224,NA,-6.6
HMDB0044225,NA,-6.6
HMDB0044226,NA,-6.6
HMDB0044227,NA,-6.6
HMDB0044228,NA,-6.6
HMDB0044229,NA,-6.6
HMDB0044230,NA,-6.6
HMDB0044231,NA,-6.6
HMDB0044232,NA,-6.6
HMDB0044233,NA,-6.6
HMDB0044234,NA,-6.6
HMDB0044235,NA,-6.6
HMDB0044236,NA,-6.6
HMDB0044237,NA,-6.6
HMDB0044238,NA,-6.6
HMDB0044239,NA,-6.6
HMDB0044240,NA,-6.6
HMDB0044241,NA,-6.6
HMDB0044242,NA,-6.6
HMDB0044243,NA,-6.6
HMDB0044244,NA,-6.6
HMDB0044245,NA,-6.6
HMDB0044246,NA,-6.6
HMDB0044247,NA,-6.6
HMDB0044248,NA,-4.1
HMDB0044249,NA,-6.6
HMDB0044250,NA,-6.6
HMDB0044252,NA,-6.6
HMDB0044253,NA,-6.6
HMDB0044254,NA,-6.6
HMDB0044255,NA,-6.6
HMDB0044256,NA,-6.6
HMDB0044257,NA,-6.6
HMDB0044259,NA,-6.6
HMDB0044260,NA,-6.6
HMDB0044261,NA,-6.6
HMDB0044263,NA,-6.6
HMDB0044264,NA,-6.6
HMDB0044265,NA,-6.6
HMDB0044267,NA,-6.6
HMDB0044268,NA,-6.6
HMDB0044269,NA,-6.6
HMDB0044270,NA,-6.6
HMDB0044271,NA,-6.6
HMDB0044272,NA,-6.6
HMDB0044273,NA,-6.6
HMDB0044274,NA,-6.6
HMDB0044275,NA,-6.6
HMDB0044276,NA,-4.1
HMDB0044277,NA,-6.6
HMDB0044278,NA,-6.6
HMDB0044279,NA,-6.6
HMDB0044280,NA,-6.6
HMDB0044281,NA,-6.6
HMDB0044282,NA,-6.6
HMDB0044283,NA,-6.6
HMDB0044284,NA,-6.6
HMDB0044285,NA,-6.6
HMDB0044286,NA,-6.6
HMDB0044287,NA,-6.6
HMDB0044288,NA,-6.6
HMDB0044289,NA,-6.6
HMDB0044290,NA,-6.6
HMDB0044291,NA,-6.6
HMDB0044292,NA,-6.6
HMDB0044293,NA,-6.6
HMDB0044294,NA,-6.6
HMDB0044295,NA,-6.6
HMDB0044296,NA,-6.6
HMDB0044297,NA,-6.6
HMDB0044298,NA,-6.6
HMDB0044299,NA,-6.6
HMDB0044300,NA,-6.6
HMDB0044301,NA,-6.6
HMDB0044302,NA,-6.6
HMDB0044303,NA,-6.6
HMDB0044304,NA,-4.1
HMDB0044305,NA,-6.6
HMDB0044306,NA,-6.6
HMDB0044307,NA,-6.6
HMDB0044308,NA,-6.6
HMDB0044309,NA,-6.6
HMDB0044310,NA,-6.6
HMDB0044311,NA,-6.6
HMDB0044312,NA,-6.6
HMDB0044313,NA,-6.6
HMDB0044314,NA,-6.6
HMDB0044315,NA,-6.6
HMDB0044316,NA,-6.6
HMDB0044317,NA,-6.6
HMDB0044318,NA,-6.6
HMDB0044319,NA,-6.6
HMDB0044320,NA,-6.6
HMDB0044321,NA,-6.6
HMDB0044322,NA,-6.6
HMDB0044323,NA,-6.6
HMDB0044324,NA,-6.6
HMDB0044325,NA,-6.6
HMDB0044326,NA,-6.6
HMDB0044327,NA,-6.6
HMDB0044328,NA,-6.6
HMDB0044329,NA,-6.6
HMDB0044330,NA,-6.6
HMDB0044331,NA,-6.6
HMDB0044332,NA,-4.1
HMDB0044333,NA,-6.6
HMDB0044334,NA,-6.6
HMDB0044335,NA,-6.6
HMDB0044336,NA,-6.6
HMDB0044337,NA,-6.6
HMDB0044338,NA,-6.6
HMDB0044339,NA,-6.6
HMDB0044340,NA,-6.6
HMDB0044341,NA,-6.6
HMDB0044342,NA,-6.6
HMDB0044343,NA,-6.6
HMDB0044344,NA,-6.6
HMDB0044345,NA,-6.6
HMDB0044346,NA,-6.6
HMDB0044347,NA,-6.6
HMDB0044348,NA,-6.6
HMDB0044349,NA,-6.6
HMDB0044350,NA,-6.6
HMDB0044351,NA,-6.6
HMDB0044352,NA,-6.6
HMDB0044353,NA,-6.6
HMDB0044354,NA,-6.6
HMDB0044355,NA,-6.6
HMDB0044356,NA,-6.6
HMDB0044357,NA,-6.6
HMDB0044358,NA,-6.6
HMDB0044359,NA,-6.6
HMDB0044360,NA,-4.1
HMDB0044361,NA,-6.6
HMDB0044362,NA,-6.6
HMDB0044363,NA,-6.6
HMDB0044364,NA,-6.6
HMDB0044365,NA,-6.6
HMDB0044366,NA,-6.6
HMDB0044367,NA,-6.6
HMDB0044368,NA,-6.6
HMDB0044369,NA,-6.6
HMDB0044370,NA,-6.6
HMDB0044371,NA,-6.6
HMDB0044372,NA,-6.6
HMDB0044373,NA,-6.6
HMDB0044374,NA,-6.6
HMDB0044375,NA,-6.6
HMDB0044376,NA,-6.6
HMDB0044377,NA,-6.6
HMDB0044379,NA,-6.6
HMDB0044380,NA,-6.6
HMDB0044381,NA,-6.6
HMDB0044382,NA,-6.6
HMDB0044383,NA,-6.6
HMDB0044384,NA,-6.6
HMDB0044385,NA,-6.6
HMDB0044386,NA,-6.6
HMDB0044387,NA,-6.6
HMDB0044388,NA,-4.1
HMDB0044389,NA,-6.6
HMDB0044390,NA,-6.6
HMDB0044391,NA,-6.6
HMDB0044392,NA,-6.6
HMDB0044393,NA,-6.6
HMDB0044394,NA,-6.6
HMDB0044395,NA,-6.6
HMDB0044396,NA,-6.6
HMDB0044397,NA,-6.6
HMDB0044398,NA,-6.6
HMDB0044399,NA,-6.6
HMDB0044400,NA,-6.6
HMDB0044401,NA,-6.6
HMDB0044402,NA,-6.6
HMDB0044403,NA,-6.6
HMDB0044404,NA,-6.6
HMDB0044405,NA,-6.6
HMDB0044406,NA,-6.6
HMDB0044407,NA,-6.6
HMDB0044408,NA,-6.6
HMDB0044409,NA,-6.6
HMDB0044410,NA,-6.6
HMDB0044411,NA,-6.6
HMDB0044412,NA,-6.6
HMDB0044413,NA,-6.6
HMDB0044414,NA,-6.6
HMDB0044415,NA,-6.6
HMDB0044416,NA,-4.1
HMDB0044417,NA,-6.6
HMDB0044418,NA,-6.6
HMDB0044419,NA,-6.6
HMDB0044420,NA,-6.6
HMDB0044421,NA,-6.6
HMDB0044422,NA,-6.6
HMDB0044423,NA,-6.6
HMDB0044424,NA,-6.6
HMDB0044425,NA,-6.6
HMDB0044426,NA,-6.6
HMDB0044427,NA,-6.6
HMDB0044428,NA,-6.6
HMDB0044429,NA,-6.6
HMDB0044430,NA,-6.6
HMDB0044431,NA,-6.6
HMDB0044432,NA,-6.6
HMDB0044433,NA,-6.6
HMDB0044434,NA,-6.6
HMDB0044435,NA,-6.6
HMDB0044436,NA,-6.6
HMDB0044437,NA,-6.6
HMDB0044438,NA,-6.6
HMDB0044439,NA,-6.6
HMDB0044440,NA,-6.6
HMDB0044441,NA,-6.6
HMDB0044442,NA,-6.6
HMDB0044443,NA,-6.6
HMDB0044444,NA,-4.1
HMDB0044445,NA,-6.6
HMDB0044446,NA,-6.6
HMDB0044447,NA,-6.6
HMDB0044448,NA,-6.6
HMDB0044449,NA,-6.6
HMDB0044450,NA,-6.6
HMDB0044451,NA,-6.6
HMDB0044452,NA,-6.6
HMDB0044453,NA,-6.6
HMDB0044454,NA,-6.6
HMDB0044455,NA,-6.6
HMDB0044456,NA,-6.6
HMDB0044457,NA,-6.6
HMDB0044458,NA,-6.6
HMDB0044459,NA,-6.6
HMDB0044460,NA,-6.6
HMDB0044461,NA,-6.6
HMDB0044462,NA,-6.6
HMDB0044463,NA,-6.6
HMDB0044464,NA,-6.6
HMDB0044465,NA,-6.6
HMDB0044466,NA,-6.6
HMDB0044467,NA,-6.6
HMDB0044468,NA,-6.6
HMDB0044469,NA,-6.6
HMDB0044470,NA,-6.6
HMDB0044471,NA,-6.6
HMDB0044472,NA,-4.1
HMDB0044473,NA,-6.6
HMDB0044474,NA,-6.6
HMDB0044475,NA,-6.6
HMDB0044476,NA,-6.6
HMDB0044477,NA,-6.6
HMDB0044478,NA,-6.6
HMDB0044479,NA,-6.6
HMDB0044480,NA,-6.6
HMDB0044481,NA,-6.6
HMDB0044482,NA,-6.6
HMDB0044483,NA,-6.6
HMDB0044484,NA,-6.6
HMDB0044485,NA,-6.6
HMDB0044486,NA,-6.6
HMDB0044487,NA,-6.6
HMDB0044488,NA,-6.6
HMDB0044489,NA,-6.6
HMDB0044490,NA,-6.6
HMDB0044491,NA,-6.6
HMDB0044492,NA,-6.6
HMDB0044493,NA,-6.6
HMDB0044494,NA,-6.6
HMDB0044495,NA,-6.6
HMDB0044496,NA,-6.6
HMDB0044497,NA,-6.6
HMDB0044498,NA,-6.6
HMDB0044499,NA,-6.6
HMDB0044500,NA,-4.1
HMDB0044501,NA,-6.6
HMDB0044502,NA,-6.6
HMDB0044503,NA,-6.6
HMDB0044504,NA,-6.6
HMDB0044505,NA,-6.6
HMDB0044506,NA,-6.6
HMDB0044507,NA,-6.6
HMDB0044508,NA,-6.6
HMDB0044509,NA,-6.6
HMDB0044510,NA,-6.6
HMDB0044511,NA,-6.6
HMDB0044512,NA,-6.6
HMDB0044513,NA,-6.6
HMDB0044514,NA,-6.6
HMDB0044515,NA,-6.6
HMDB0044516,NA,-6.6
HMDB0044517,NA,-6.6
HMDB0044518,NA,-6.6
HMDB0044519,NA,-6.6
HMDB0044520,NA,-6.6
HMDB0044521,NA,-6.6
HMDB0044522,NA,-6.6
HMDB0044523,NA,-6.6
HMDB0044524,NA,-6.6
HMDB0044525,NA,-6.6
HMDB0044526,NA,-6.6
HMDB0044527,NA,-6.6
HMDB0044528,NA,-4.1
HMDB0044529,NA,-6.6
HMDB0044530,NA,-6.6
HMDB0044531,NA,-6.6
HMDB0044532,NA,-6.6
HMDB0044533,NA,-6.6
HMDB0044534,NA,-6.6
HMDB0044535,NA,-6.6
HMDB0044536,NA,-6.6
HMDB0044537,NA,-6.6
HMDB0044538,NA,-6.6
HMDB0044539,NA,-6.6
HMDB0044540,NA,-6.6
HMDB0044541,NA,-6.6
HMDB0044542,NA,-6.6
HMDB0044543,NA,-6.6
HMDB0044544,NA,-6.6
HMDB0044545,NA,-6.6
HMDB0044546,NA,-6.6
HMDB0044547,NA,-6.6
HMDB0044548,NA,-6.6
HMDB0044549,NA,-6.6
HMDB0044550,NA,-6.6
HMDB0044551,NA,-6.6
HMDB0044552,NA,-6.6
HMDB0044553,NA,-6.6
HMDB0044554,NA,-6.6
HMDB0044555,NA,-6.6
HMDB0044556,NA,-4.1
HMDB0044557,NA,-6.6
HMDB0044558,NA,-6.6
HMDB0044559,NA,-6.6
HMDB0044560,NA,-6.6
HMDB0044561,NA,-6.6
HMDB0044562,NA,-6.6
HMDB0044563,NA,-6.6
HMDB0044564,NA,-6.6
HMDB0044565,NA,-6.6
HMDB0044566,NA,-6.6
HMDB0044567,NA,-6.6
HMDB0044568,NA,-6.6
HMDB0044569,NA,-6.6
HMDB0044570,NA,-6.6
HMDB0044571,NA,-6.6
HMDB0044572,NA,-6.6
HMDB0044573,NA,-6.6
HMDB0044574,NA,-6.6
HMDB0044575,NA,-6.6
HMDB0044576,NA,-6.6
HMDB0044577,NA,-6.6
HMDB0044578,NA,-6.6
HMDB0044579,NA,-6.6
HMDB0044580,NA,-6.6
HMDB0044581,NA,-6.6
HMDB0044582,NA,-6.6
HMDB0044583,NA,-6.6
HMDB0044584,NA,-4.1
HMDB0044585,NA,-6.6
HMDB0044586,NA,-6.6
HMDB0044587,NA,-6.6
HMDB0044588,NA,-6.6
HMDB0044589,NA,-6.6
HMDB0044590,NA,-6.6
HMDB0044591,NA,-6.6
HMDB0044592,NA,-6.6
HMDB0044593,NA,-6.6
HMDB0044594,NA,-6.6
HMDB0044595,NA,-6.6
HMDB0044596,NA,-6.6
HMDB0044597,NA,-6.6
HMDB0044598,NA,-6.6
HMDB0044599,NA,-6.6
HMDB0044600,NA,-6.6
HMDB0044601,NA,-6.6
HMDB0044602,NA,-6.6
HMDB0044603,NA,-6.6
HMDB0044604,NA,-6.6
HMDB0044605,NA,-6.6
HMDB0044606,NA,-6.6
HMDB0044607,NA,-6.6
HMDB0044608,NA,-6.6
HMDB0044609,NA,-6.6
HMDB0044610,NA,-6.6
HMDB0044611,NA,-6.6
HMDB0044612,NA,-4.1
HMDB0044613,NA,-6.6
HMDB0044614,NA,-6.6
HMDB0044615,NA,-6.6
HMDB0044616,NA,-6.6
HMDB0044617,NA,-6.6
HMDB0044618,NA,-6.6
HMDB0044619,NA,-6.6
HMDB0044620,NA,-6.6
HMDB0044621,NA,-6.6
HMDB0044622,NA,-6.6
HMDB0044623,NA,-6.6
HMDB0044624,NA,-6.6
HMDB0044625,NA,-6.6
HMDB0044626,NA,-6.6
HMDB0044627,NA,-6.6
HMDB0044628,NA,-6.6
HMDB0044629,NA,-6.6
HMDB0044630,NA,-6.6
HMDB0044631,NA,-6.6
HMDB0044632,NA,-6.6
HMDB0044633,NA,-6.6
HMDB0044634,NA,-6.6
HMDB0044635,NA,-6.6
HMDB0044636,NA,-6.6
HMDB0044637,NA,-6.6
HMDB0044638,NA,-6.6
HMDB0044639,NA,-6.6
HMDB0044640,NA,-4.1
HMDB0044641,NA,-4.2
HMDB0044642,NA,-4.2
HMDB0044643,NA,-4.2
HMDB0044644,NA,-4.2
HMDB0044645,NA,-4.2
HMDB0044646,NA,-4.2
HMDB0044647,NA,-4.2
HMDB0044648,NA,-4.2
HMDB0044649,NA,-4.2
HMDB0044650,NA,-4.2
HMDB0044651,NA,-4.2
HMDB0044652,NA,-4.2
HMDB0044653,NA,-4.2
HMDB0044654,NA,-4.2
HMDB0044655,NA,-4.2
HMDB0044656,NA,-4.2
HMDB0044657,NA,-4.2
HMDB0044658,NA,-4.2
HMDB0044659,NA,-4.2
HMDB0044660,NA,-4.2
HMDB0044661,NA,-4.2
HMDB0044662,NA,-4.2
HMDB0044663,NA,-4.2
HMDB0044664,NA,-4.2
HMDB0044665,NA,-4.2
HMDB0044666,NA,-4.2
HMDB0044667,NA,-4.2
HMDB0044669,NA,-6.6
HMDB0044670,NA,-6.6
HMDB0044671,NA,-6.6
HMDB0044672,NA,-6.6
HMDB0044676,NA,-6.6
HMDB0044677,NA,-6.6
HMDB0044678,NA,-6.6
HMDB0044679,NA,-6.6
HMDB0044681,NA,-6.6
HMDB0044682,NA,-6.6
HMDB0044683,NA,-6.6
HMDB0044684,NA,-6.6
HMDB0044685,NA,-6.6
HMDB0044686,NA,-6.6
HMDB0044687,NA,-6.6
HMDB0044688,NA,-6.6
HMDB0044689,NA,-6.6
HMDB0044690,NA,-6.6
HMDB0044691,NA,-6.6
HMDB0044692,NA,-6.6
HMDB0044693,NA,-6.6
HMDB0044694,NA,-4.1
HMDB0044695,NA,-6.6
HMDB0044696,NA,-6.6
HMDB0044697,NA,-6.6
HMDB0044698,NA,-6.6
HMDB0044699,NA,-6.6
HMDB0044700,NA,-6.6
HMDB0044701,NA,-6.6
HMDB0044702,NA,-6.6
HMDB0044703,NA,-6.6
HMDB0044704,NA,-6.6
HMDB0044705,NA,-6.6
HMDB0044706,NA,-6.6
HMDB0044707,NA,-6.6
HMDB0044708,NA,-6.6
HMDB0044709,NA,-6.6
HMDB0044710,NA,-6.6
HMDB0044711,NA,-6.6
HMDB0044712,NA,-6.6
HMDB0044713,NA,-6.6
HMDB0044714,NA,-6.6
HMDB0044715,NA,-6.6
HMDB0044716,NA,-6.6
HMDB0044717,NA,-6.6
HMDB0044718,NA,-6.6
HMDB0044719,NA,-6.6
HMDB0044720,NA,-6.6
HMDB0044721,NA,-4.1
HMDB0044722,NA,-6.6
